loc,number,disease,increase,year,population
WASHINGTON,710,HEPATITIS A,12.32,1998,5769562
WEST VIRGINIA,4,HEPATITIS A,0.23,1998,1815609
WISCONSIN,117,HEPATITIS A,2.25,1998,5297672
WYOMING,25,HEPATITIS A,5.07,1998,490787
ALABAMA,0,MEASLES,0,1998,4404701
ALASKA,16,MEASLES,2.58,1998,619932
ARIZONA,10,MEASLES,0.2,1998,4883342
CALIFORNIA,4,MEASLES,0,1998,32987675
DELAWARE,0,MEASLES,0,1998,763335
FLORIDA,1,MEASLES,0.01,1998,15486559
GEORGIA,1,MEASLES,0.01,1998,7863536
IDAHO,1,MEASLES,0.08,1998,1252330
ILLINOIS,1,MEASLES,0.01,1998,12271847
INDIANA,2,MEASLES,0.03,1998,5998880
IOWA,1,MEASLES,0.03,1998,2902872
LOUISIANA,1,MEASLES,0.02,1998,4440344
MARYLAND,0,MEASLES,0,1998,5204464
MASSACHUSETTS,1,MEASLES,0.02,1998,6271838
MICHIGAN,9,MEASLES,0.09,1998,9847942
NEW JERSEY,7,MEASLES,0.08,1998,8287418
OHIO,0,MEASLES,0,1998,11311536
PENNSYLVANIA,3,MEASLES,0.03,1998,12245672
TENNESSEE,0,MEASLES,0,1998,5570045
VERMONT,0,MEASLES,0,1998,600416
VIRGINIA,0,MEASLES,0,1998,6900918
WASHINGTON,0,MEASLES,0,1998,5769562
WISCONSIN,0,MEASLES,0,1998,5297672
ALABAMA,4,MUMPS,0.08,1998,4404701
ALASKA,2,MUMPS,0.32,1998,619932
ARIZONA,6,MUMPS,0.12,1998,4883342
ARKANSAS,9,MUMPS,0.35,1998,2626289
CALIFORNIA,64,MUMPS,0.16,1998,32987675
COLORADO,9,MUMPS,0.19,1998,4116639
CONNECTICUT,3,MUMPS,0.09,1998,3365352
FLORIDA,33,MUMPS,0.24,1998,15486559
GEORGIA,2,MUMPS,0.02,1998,7863536
HAWAII,17,MUMPS,1.37,1998,1215233
IDAHO,7,MUMPS,0.56,1998,1252330
ILLINOIS,9,MUMPS,0.07,1998,12271847
INDIANA,7,MUMPS,0.13,1998,5998880
IOWA,10,MUMPS,0.3,1998,2902872
KANSAS,0,MUMPS,0,1998,2660598
KENTUCKY,0,MUMPS,0,1998,3985390
LOUISIANA,9,MUMPS,0.2,1998,4440344
MARYLAND,2,MUMPS,0.04,1998,5204464
MASSACHUSETTS,3,MUMPS,0.05,1998,6271838
MICHIGAN,28,MUMPS,0.28,1998,9847942
MINNESOTA,14,MUMPS,0.28,1998,4813412
MISSISSIPPI,2,MUMPS,0.08,1998,2804834
MISSOURI,4,MUMPS,0.08,1998,5521765
NEVADA,11,MUMPS,0.59,1998,1853191
NEW JERSEY,2,MUMPS,0.02,1998,8287418
NEW YORK,145,MUMPS,0.8,1998,18755906
NORTH CAROLINA,13,MUMPS,0.15,1998,7809121
NORTH DAKOTA,1,MUMPS,0.15,1998,647532
OHIO,28,MUMPS,0.27,1998,11311536
OKLAHOMA,3,MUMPS,0.09,1998,3405194
PENNSYLVANIA,14,MUMPS,0.12,1998,12245672
RHODE ISLAND,1,MUMPS,0.1,1998,1031155
SOUTH CAROLINA,7,MUMPS,0.2,1998,3919235
TENNESSEE,2,MUMPS,0.04,1998,5570045
TEXAS,31,MUMPS,0.08,1998,20157531
UTAH,6,MUMPS,0.29,1998,2165960
VIRGINIA,10,MUMPS,0.11,1998,6900918
WASHINGTON,11,MUMPS,0.21,1998,5769562
WYOMING,1,MUMPS,0.2,1998,490787
ALABAMA,24,PERTUSSIS,0.55,1998,4404701
ALASKA,13,PERTUSSIS,2.09,1998,619932
ARIZONA,169,PERTUSSIS,3.45,1998,4883342
ARKANSAS,84,PERTUSSIS,3.23,1998,2626289
CALIFORNIA,392,PERTUSSIS,1.2,1998,32987675
COLORADO,146,PERTUSSIS,3.49,1998,4116639
CONNECTICUT,35,PERTUSSIS,1.05,1998,3365352
DELAWARE,5,PERTUSSIS,0.65,1998,763335
DISTRICT OF COLUMBIA,0,PERTUSSIS,0,1998,565230
FLORIDA,126,PERTUSSIS,0.85,1998,15486559
GEORGIA,27,PERTUSSIS,0.33,1998,7863536
HAWAII,16,PERTUSSIS,1.3,1998,1215233
IDAHO,267,PERTUSSIS,21.36,1998,1252330
ILLINOIS,83,PERTUSSIS,0.69,1998,12271847
INDIANA,134,PERTUSSIS,2.24,1998,5998880
IOWA,53,PERTUSSIS,1.75,1998,2902872
KANSAS,54,PERTUSSIS,2.05,1998,2660598
KENTUCKY,30,PERTUSSIS,0.78,1998,3985390
LOUISIANA,9,PERTUSSIS,0.2,1998,4440344
MAINE,5,PERTUSSIS,0.4,1998,1259127
MARYLAND,54,PERTUSSIS,1.07,1998,5204464
MASSACHUSETTS,234,PERTUSSIS,3.8,1998,6271838
MICHIGAN,58,PERTUSSIS,0.58,1998,9847942
MINNESOTA,350,PERTUSSIS,7.24,1998,4813412
MISSISSIPPI,0,PERTUSSIS,0,1998,2804834
MISSOURI,27,PERTUSSIS,0.51,1998,5521765
MONTANA,13,PERTUSSIS,1.44,1998,892431
NEBRASKA,15,PERTUSSIS,0.9,1998,1695816
NEVADA,36,PERTUSSIS,1.93,1998,1853191
NEW HAMPSHIRE,95,PERTUSSIS,7.86,1998,1205940
NEW JERSEY,7,PERTUSSIS,0.08,1998,8287418
NEW MEXICO,96,PERTUSSIS,5.39,1998,1793484
NEW YORK,238,PERTUSSIS,1.27,1998,18755906
NORTH CAROLINA,108,PERTUSSIS,1.37,1998,7809121
NORTH DAKOTA,42,PERTUSSIS,6.48,1998,647532
OHIO,276,PERTUSSIS,2.45,1998,11311536
OKLAHOMA,31,PERTUSSIS,0.92,1998,3405194
OREGON,81,PERTUSSIS,2.43,1998,3352449
PENNSYLVANIA,115,PERTUSSIS,0.95,1998,12245672
RHODE ISLAND,16,PERTUSSIS,1.54,1998,1031155
SOUTH CAROLINA,22,PERTUSSIS,0.61,1998,3919235
SOUTH DAKOTA,8,PERTUSSIS,1.06,1998,746058
TENNESSEE,31,PERTUSSIS,0.58,1998,5570045
TEXAS,157,PERTUSSIS,0.66,1998,20157531
UTAH,211,PERTUSSIS,9.79,1998,2165960
VERMONT,62,PERTUSSIS,10.34,1998,600416
VIRGINIA,51,PERTUSSIS,0.71,1998,6900918
WASHINGTON,298,PERTUSSIS,5.14,1998,5769562
WEST VIRGINIA,4,PERTUSSIS,0.23,1998,1815609
WISCONSIN,34,PERTUSSIS,0.65,1998,5297672
WYOMING,1,PERTUSSIS,0.2,1998,490787
ALABAMA,0,RUBELLA,0,1998,4404701
ARIZONA,2,RUBELLA,0.04,1998,4883342
CALIFORNIA,2,RUBELLA,0,1998,32987675
CONNECTICUT,16,RUBELLA,0.48,1998,3365352
FLORIDA,8,RUBELLA,0.08,1998,15486559
GEORGIA,1,RUBELLA,0.01,1998,7863536
HAWAII,2,RUBELLA,0.16,1998,1215233
KANSAS,31,RUBELLA,1.18,1998,2660598
LOUISIANA,1,RUBELLA,0.02,1998,4440344
MARYLAND,2,RUBELLA,0.04,1998,5204464
MASSACHUSETTS,8,RUBELLA,0.13,1998,6271838
MISSOURI,3,RUBELLA,0.06,1998,5521765
NEVADA,1,RUBELLA,0.05,1998,1853191
NEW JERSEY,11,RUBELLA,0.13,1998,8287418
NEW MEXICO,0,RUBELLA,0,1998,1793484
NEW YORK,37,RUBELLA,0.22,1998,18755906
NORTH CAROLINA,11,RUBELLA,0.15,1998,7809121
PENNSYLVANIA,1,RUBELLA,0.01,1998,12245672
RHODE ISLAND,1,RUBELLA,0.1,1998,1031155
SOUTH CAROLINA,1,RUBELLA,0.03,1998,3919235
TENNESSEE,2,RUBELLA,0.04,1998,5570045
TEXAS,62,RUBELLA,0.23,1998,20157531
UTAH,3,RUBELLA,0.14,1998,2165960
VIRGINIA,1,RUBELLA,0.01,1998,6900918
WASHINGTON,2,RUBELLA,0.04,1998,5769562
ALABAMA,52,HEPATITIS A,1.17,1999,4430141
ALASKA,7,HEPATITIS A,1.12,1999,624779
ARIZONA,601,HEPATITIS A,12,1999,5023823
ARKANSAS,62,HEPATITIS A,2.41,1999,2651860
CALIFORNIA,2349,HEPATITIS A,7,1999,33499204
COLORADO,147,HEPATITIS A,3.48,1999,4226018
CONNECTICUT,57,HEPATITIS A,1.7,1999,3386401
DELAWARE,1,HEPATITIS A,0.13,1999,774990
DISTRICT OF COLUMBIA,49,HEPATITIS A,8.61,1999,570213
FLORIDA,578,HEPATITIS A,3.64,1999,15759421
GEORGIA,346,HEPATITIS A,4.3,1999,8045965
HAWAII,20,HEPATITIS A,1.64,1999,1210300
IDAHO,40,HEPATITIS A,3.18,1999,1275674
ILLINOIS,536,HEPATITIS A,4.33,1999,12359020
INDIANA,102,HEPATITIS A,1.7,1999,6044969
IOWA,124,HEPATITIS A,4.25,1999,2917634
KANSAS,33,HEPATITIS A,1.24,1999,2678338
KENTUCKY,39,HEPATITIS A,0.93,1999,4018053
LOUISIANA,198,HEPATITIS A,4.41,1999,4460811
MAINE,9,HEPATITIS A,0.72,1999,1266808
MARYLAND,238,HEPATITIS A,4.55,1999,5254509
MASSACHUSETTS,93,HEPATITIS A,1.47,1999,6317345
MICHIGAN,738,HEPATITIS A,7.38,1999,9897116
MINNESOTA,81,HEPATITIS A,1.64,1999,4873481
MISSISSIPPI,96,HEPATITIS A,3.42,1999,2828408
MISSOURI,614,HEPATITIS A,11.06,1999,5561948
MONTANA,11,HEPATITIS A,1.21,1999,897507
NEBRASKA,47,HEPATITIS A,2.77,1999,1704764
NEVADA,84,HEPATITIS A,4.37,1999,1934718
NEW HAMPSHIRE,12,HEPATITIS A,0.97,1999,1222014
NEW JERSEY,81,HEPATITIS A,0.97,1999,8359592
NEW MEXICO,45,HEPATITIS A,2.56,1999,1808082
NEW YORK,397,HEPATITIS A,2.09,1999,18882725
NORTH CAROLINA,120,HEPATITIS A,1.54,1999,7949361
NORTH DAKOTA,2,HEPATITIS A,0.32,1999,644259
OHIO,441,HEPATITIS A,3.9,1999,11335454
OKLAHOMA,424,HEPATITIS A,12.36,1999,3437147
OREGON,179,HEPATITIS A,5.32,1999,3393941
PENNSYLVANIA,230,HEPATITIS A,1.86,1999,12263805
RHODE ISLAND,18,HEPATITIS A,1.73,1999,1040402
SOUTH CAROLINA,39,HEPATITIS A,1.05,1999,3974682
SOUTH DAKOTA,6,HEPATITIS A,0.8,1999,750412
TENNESSEE,126,HEPATITIS A,2.25,1999,5638706
TEXAS,1776,HEPATITIS A,8.64,1999,20558220
UTAH,43,HEPATITIS A,2,1999,2203482
VERMONT,22,HEPATITIS A,3.67,1999,604683
VIRGINIA,123,HEPATITIS A,1.73,1999,7000174
WASHINGTON,331,HEPATITIS A,5.67,1999,5842564
WEST VIRGINIA,31,HEPATITIS A,1.76,1999,1811799
WISCONSIN,44,HEPATITIS A,0.84,1999,5332666
WYOMING,6,HEPATITIS A,1.2,1999,491780
ARIZONA,1,MEASLES,0.02,1999,5023823
ARKANSAS,4,MEASLES,0.16,1999,2651860
CALIFORNIA,18,MEASLES,0.06,1999,33499204
COLORADO,0,MEASLES,0,1999,4226018
CONNECTICUT,0,MEASLES,0,1999,3386401
FLORIDA,1,MEASLES,0.01,1999,15759421
HAWAII,1,MEASLES,0.08,1999,1210300
INDIANA,1,MEASLES,0.02,1999,6044969
KENTUCKY,0,MEASLES,0,1999,4018053
MASSACHUSETTS,2,MEASLES,0.04,1999,6317345
MICHIGAN,0,MEASLES,0,1999,9897116
MINNESOTA,0,MEASLES,0,1999,4873481
MISSOURI,1,MEASLES,0.02,1999,5561948
NEVADA,0,MEASLES,0,1999,1934718
NEW HAMPSHIRE,0,MEASLES,0,1999,1222014
NORTH CAROLINA,0,MEASLES,0,1999,7949361
OREGON,5,MEASLES,0.15,1999,3393941
TEXAS,7,MEASLES,0.01,1999,20558220
UTAH,2,MEASLES,0.1,1999,2203482
VIRGINIA,18,MEASLES,0.25,1999,7000174
ALABAMA,11,MUMPS,0.24,1999,4430141
ALASKA,3,MUMPS,0.48,1999,624779
ARIZONA,8,MUMPS,0.16,1999,5023823
CALIFORNIA,54,MUMPS,0.12,1999,33499204
COLORADO,5,MUMPS,0.1,1999,4226018
DISTRICT OF COLUMBIA,2,MUMPS,0.36,1999,570213
FLORIDA,27,MUMPS,0.21,1999,15759421
GEORGIA,5,MUMPS,0.05,1999,8045965
HAWAII,11,MUMPS,0.9,1999,1210300
IDAHO,3,MUMPS,0.24,1999,1275674
ILLINOIS,8,MUMPS,0.07,1999,12359020
INDIANA,3,MUMPS,0.06,1999,6044969
IOWA,8,MUMPS,0.24,1999,2917634
KANSAS,1,MUMPS,0.04,1999,2678338
LOUISIANA,11,MUMPS,0.24,1999,4460811
MARYLAND,8,MUMPS,0.16,1999,5254509
MASSACHUSETTS,2,MUMPS,0.03,1999,6317345
MICHIGAN,7,MUMPS,0.07,1999,9897116
MINNESOTA,1,MUMPS,0.02,1999,4873481
MISSISSIPPI,3,MUMPS,0.11,1999,2828408
MISSOURI,1,MUMPS,0.02,1999,5561948
NEVADA,4,MUMPS,0.2,1999,1934718
NEW HAMPSHIRE,1,MUMPS,0.08,1999,1222014
NEW YORK,12,MUMPS,0.1,1999,18882725
NORTH CAROLINA,9,MUMPS,0.11,1999,7949361
NORTH DAKOTA,1,MUMPS,0.16,1999,644259
OHIO,20,MUMPS,0.2,1999,11335454
OKLAHOMA,0,MUMPS,0,1999,3437147
PENNSYLVANIA,17,MUMPS,0.16,1999,12263805
RHODE ISLAND,2,MUMPS,0.19,1999,1040402
SOUTH CAROLINA,5,MUMPS,0.15,1999,3974682
TEXAS,23,MUMPS,0.07,1999,20558220
UTAH,6,MUMPS,0.29,1999,2203482
VERMONT,0,MUMPS,0,1999,604683
VIRGINIA,10,MUMPS,0.12,1999,7000174
WASHINGTON,2,MUMPS,0.04,1999,5842564
WISCONSIN,0,MUMPS,0,1999,5332666
ALABAMA,20,PERTUSSIS,0.45,1999,4430141
ALASKA,5,PERTUSSIS,0.8,1999,624779
ARIZONA,86,PERTUSSIS,1.72,1999,5023823
ARKANSAS,22,PERTUSSIS,0.87,1999,2651860
CALIFORNIA,215,PERTUSSIS,0.62,1999,33499204
COLORADO,166,PERTUSSIS,3.88,1999,4226018
CONNECTICUT,19,PERTUSSIS,0.57,1999,3386401
DELAWARE,6,PERTUSSIS,0.78,1999,774990
DISTRICT OF COLUMBIA,0,PERTUSSIS,0,1999,570213
FLORIDA,192,PERTUSSIS,1.24,1999,15759421
GEORGIA,39,PERTUSSIS,0.44,1999,8045965
HAWAII,32,PERTUSSIS,2.64,1999,1210300
IDAHO,119,PERTUSSIS,9.35,1999,1275674
ILLINOIS,55,PERTUSSIS,0.44,1999,12359020
INDIANA,50,PERTUSSIS,0.85,1999,6044969
IOWA,56,PERTUSSIS,1.85,1999,2917634
KANSAS,15,PERTUSSIS,0.56,1999,2678338
KENTUCKY,19,PERTUSSIS,0.44,1999,4018053
LOUISIANA,10,PERTUSSIS,0.23,1999,4460811
MARYLAND,88,PERTUSSIS,1.73,1999,5254509
MASSACHUSETTS,255,PERTUSSIS,4.04,1999,6317345
MICHIGAN,47,PERTUSSIS,0.47,1999,9897116
MINNESOTA,215,PERTUSSIS,4.39,1999,4873481
MISSISSIPPI,1,PERTUSSIS,0.04,1999,2828408
MISSOURI,64,PERTUSSIS,1.16,1999,5561948
MONTANA,2,PERTUSSIS,0.22,1999,897507
NEBRASKA,6,PERTUSSIS,0.36,1999,1704764
NEVADA,9,PERTUSSIS,0.45,1999,1934718
NEW HAMPSHIRE,50,PERTUSSIS,4.07,1999,1222014
NEW JERSEY,0,PERTUSSIS,0,1999,8359592
NEW MEXICO,184,PERTUSSIS,10.24,1999,1808082
NEW YORK,546,PERTUSSIS,2.93,1999,18882725
NORTH CAROLINA,94,PERTUSSIS,1.21,1999,7949361
NORTH DAKOTA,18,PERTUSSIS,2.79,1999,644259
OHIO,287,PERTUSSIS,2.55,1999,11335454
OKLAHOMA,11,PERTUSSIS,0.33,1999,3437147
OREGON,47,PERTUSSIS,1.41,1999,3393941
PENNSYLVANIA,150,PERTUSSIS,1.24,1999,12263805
RHODE ISLAND,38,PERTUSSIS,3.66,1999,1040402
SOUTH CAROLINA,30,PERTUSSIS,0.82,1999,3974682
SOUTH DAKOTA,7,PERTUSSIS,0.92,1999,750412
TENNESSEE,47,PERTUSSIS,0.86,1999,5638706
TEXAS,100,PERTUSSIS,0.42,1999,20558220
UTAH,52,PERTUSSIS,2.49,1999,2203482
VERMONT,58,PERTUSSIS,9.62,1999,604683
VIRGINIA,47,PERTUSSIS,0.64,1999,7000174
WASHINGTON,644,PERTUSSIS,11.02,1999,5842564
WEST VIRGINIA,4,PERTUSSIS,0.24,1999,1811799
WISCONSIN,64,PERTUSSIS,1.21,1999,5332666
WYOMING,1,PERTUSSIS,0.2,1999,491780
ALABAMA,1,RUBELLA,0.02,1999,4430141
ARIZONA,11,RUBELLA,0.22,1999,5023823
ARKANSAS,2,RUBELLA,0.08,1999,2651860
CALIFORNIA,5,RUBELLA,0,1999,33499204
COLORADO,3,RUBELLA,0.06,1999,4226018
FLORIDA,2,RUBELLA,0.02,1999,15759421
HAWAII,1,RUBELLA,0.08,1999,1210300
ILLINOIS,0,RUBELLA,0,1999,12359020
INDIANA,1,RUBELLA,0.02,1999,6044969
IOWA,23,RUBELLA,0.79,1999,2917634
MARYLAND,1,RUBELLA,0.02,1999,5254509
MASSACHUSETTS,5,RUBELLA,0.09,1999,6317345
MINNESOTA,5,RUBELLA,0.1,1999,4873481
MISSISSIPPI,1,RUBELLA,0.04,1999,2828408
MISSOURI,3,RUBELLA,0.06,1999,5561948
NEBRASKA,49,RUBELLA,2.88,1999,1704764
NEVADA,1,RUBELLA,0.05,1999,1934718
NEW JERSEY,0,RUBELLA,0,1999,8359592
NEW MEXICO,2,RUBELLA,0.11,1999,1808082
NORTH CAROLINA,40,RUBELLA,0.51,1999,7949361
PENNSYLVANIA,3,RUBELLA,0.03,1999,12263805
TEXAS,8,RUBELLA,0.01,1999,20558220
UTAH,0,RUBELLA,0,1999,2203482
ALABAMA,53,HEPATITIS A,1.15,2000,4451849
ALASKA,8,HEPATITIS A,1.28,2000,627499
ARIZONA,399,HEPATITIS A,7.75,2000,5166697
ARKANSAS,95,HEPATITIS A,3.52,2000,2678288
CALIFORNIA,2261,HEPATITIS A,6.68,2000,33994571
COLORADO,170,HEPATITIS A,3.95,2000,4328070
CONNECTICUT,135,HEPATITIS A,3.98,2000,3411726
DISTRICT OF COLUMBIA,32,HEPATITIS A,5.57,2000,571744
FLORIDA,631,HEPATITIS A,3.93,2000,16047118
GEORGIA,208,HEPATITIS A,2.53,2000,8230161
HAWAII,4,HEPATITIS A,0.33,2000,1211566
IDAHO,47,HEPATITIS A,3.64,2000,1299551
ILLINOIS,560,HEPATITIS A,4.51,2000,12437645
INDIANA,89,HEPATITIS A,1.47,2000,6091649
IOWA,64,HEPATITIS A,2.16,2000,2928184
KANSAS,79,HEPATITIS A,2.95,2000,2692810
KENTUCKY,45,HEPATITIS A,1.05,2000,4048903
LOUISIANA,65,HEPATITIS A,1.44,2000,4468979
MAINE,18,HEPATITIS A,1.43,2000,1277211
MARYLAND,187,HEPATITIS A,3.54,2000,5310579
MASSACHUSETTS,83,HEPATITIS A,1.35,2000,6363015
MICHIGAN,387,HEPATITIS A,3.87,2000,9955308
MINNESOTA,153,HEPATITIS A,3.07,2000,4933958
MISSISSIPPI,83,HEPATITIS A,2.97,2000,2848310
MISSOURI,244,HEPATITIS A,4.37,2000,5606065
MONTANA,6,HEPATITIS A,0.66,2000,903293
NEBRASKA,40,HEPATITIS A,2.36,2000,1713345
NEVADA,63,HEPATITIS A,3.15,2000,2018211
NEW HAMPSHIRE,16,HEPATITIS A,1.28,2000,1240446
NEW JERSEY,140,HEPATITIS A,1.65,2000,8430921
NEW MEXICO,48,HEPATITIS A,2.53,2000,1820813
NEW YORK,487,HEPATITIS A,2.57,2000,18998044
NORTH CAROLINA,125,HEPATITIS A,1.48,2000,8079383
NORTH DAKOTA,2,HEPATITIS A,0.32,2000,641200
OHIO,215,HEPATITIS A,1.92,2000,11363844
OKLAHOMA,169,HEPATITIS A,4.91,2000,3453943
OREGON,156,HEPATITIS A,4.56,2000,3430891
PENNSYLVANIA,138,HEPATITIS A,1.13,2000,12285504
RHODE ISLAND,23,HEPATITIS A,2.23,2000,1050736
SOUTH CAROLINA,70,HEPATITIS A,1.67,2000,4023570
SOUTH DAKOTA,1,HEPATITIS A,0.13,2000,755694
TENNESSEE,120,HEPATITIS A,2.12,2000,5703243
TEXAS,1016,HEPATITIS A,4.86,2000,20945963
UTAH,58,HEPATITIS A,2.55,2000,2244314
VERMONT,7,HEPATITIS A,1.12,2000,609903
VIRGINIA,121,HEPATITIS A,1.69,2000,7104533
WASHINGTON,234,HEPATITIS A,3.98,2000,5911122
WEST VIRGINIA,46,HEPATITIS A,2.6,2000,1806962
WISCONSIN,12,HEPATITIS A,0.22,2000,5374254
WYOMING,16,HEPATITIS A,3.21,2000,493958
ALASKA,1,MEASLES,0.16,2000,627499
ARKANSAS,1,MEASLES,0.04,2000,2678288
CALIFORNIA,15,MEASLES,0.03,2000,33994571
COLORADO,3,MEASLES,0.06,2000,4328070
FLORIDA,2,MEASLES,0.02,2000,16047118
HAWAII,2,MEASLES,0.16,2000,1211566
ILLINOIS,4,MEASLES,0.04,2000,12437645
IOWA,2,MEASLES,0.06,2000,2928184
KANSAS,2,MEASLES,0.08,2000,2692810
MASSACHUSETTS,0,MEASLES,0,2000,6363015
MICHIGAN,2,MEASLES,0.02,2000,9955308
MINNESOTA,1,MEASLES,0.02,2000,4933958
NEVADA,7,MEASLES,0.35,2000,2018211
NEW HAMPSHIRE,3,MEASLES,0.24,2000,1240446
NEW YORK,2,MEASLES,0.02,2000,18998044
OHIO,3,MEASLES,0.03,2000,11363844
PENNSYLVANIA,0,MEASLES,0,2000,12285504
UTAH,3,MEASLES,0.13,2000,2244314
VERMONT,1,MEASLES,0.16,2000,609903
VIRGINIA,2,MEASLES,0.03,2000,7104533
WASHINGTON,0,MEASLES,0,2000,5911122
ALABAMA,4,MUMPS,0.08,2000,4451849
ALASKA,8,MUMPS,1.28,2000,627499
ARIZONA,6,MUMPS,0.12,2000,5166697
ARKANSAS,5,MUMPS,0.19,2000,2678288
CALIFORNIA,63,MUMPS,0.16,2000,33994571
COLORADO,3,MUMPS,0.06,2000,4328070
CONNECTICUT,3,MUMPS,0.09,2000,3411726
FLORIDA,11,MUMPS,0.08,2000,16047118
GEORGIA,2,MUMPS,0.02,2000,8230161
HAWAII,13,MUMPS,1.07,2000,1211566
IDAHO,1,MUMPS,0.08,2000,1299551
ILLINOIS,5,MUMPS,0.05,2000,12437645
INDIANA,1,MUMPS,0.02,2000,6091649
IOWA,8,MUMPS,0.25,2000,2928184
KANSAS,4,MUMPS,0.16,2000,2692810
KENTUCKY,0,MUMPS,0,2000,4048903
LOUISIANA,1,MUMPS,0.02,2000,4468979
MARYLAND,9,MUMPS,0.18,2000,5310579
MASSACHUSETTS,0,MUMPS,0,2000,6363015
MICHIGAN,15,MUMPS,0.15,2000,9955308
MISSISSIPPI,1,MUMPS,0.04,2000,2848310
MISSOURI,5,MUMPS,0.1,2000,5606065
MONTANA,1,MUMPS,0.11,2000,903293
NEBRASKA,4,MUMPS,0.24,2000,1713345
NEVADA,4,MUMPS,0.2,2000,2018211
NEW JERSEY,1,MUMPS,0.01,2000,8430921
NEW MEXICO,1,MUMPS,0.05,2000,1820813
NEW YORK,8,MUMPS,0.07,2000,18998044
NORTH CAROLINA,8,MUMPS,0.08,2000,8079383
OHIO,5,MUMPS,0.05,2000,11363844
PENNSYLVANIA,5,MUMPS,0.05,2000,12285504
RHODE ISLAND,1,MUMPS,0.1,2000,1050736
SOUTH CAROLINA,11,MUMPS,0.22,2000,4023570
TENNESSEE,2,MUMPS,0.04,2000,5703243
TEXAS,21,MUMPS,0.07,2000,20945963
UTAH,6,MUMPS,0.24,2000,2244314
VIRGINIA,11,MUMPS,0.12,2000,7104533
WASHINGTON,11,MUMPS,0.2,2000,5911122
WYOMING,4,MUMPS,0.8,2000,493958
ALABAMA,17,PERTUSSIS,0.35,2000,4451849
ALASKA,19,PERTUSSIS,3.04,2000,627499
ARIZONA,142,PERTUSSIS,2.79,2000,5166697
ARKANSAS,32,PERTUSSIS,1.22,2000,2678288
CALIFORNIA,208,PERTUSSIS,0.6,2000,33994571
COLORADO,429,PERTUSSIS,9.93,2000,4328070
CONNECTICUT,43,PERTUSSIS,1.28,2000,3411726
DELAWARE,8,PERTUSSIS,1.03,2000,786411
DISTRICT OF COLUMBIA,2,PERTUSSIS,0.34,2000,571744
FLORIDA,67,PERTUSSIS,0.44,2000,16047118
GEORGIA,40,PERTUSSIS,0.47,2000,8230161
HAWAII,32,PERTUSSIS,2.64,2000,1211566
IDAHO,65,PERTUSSIS,5.02,2000,1299551
ILLINOIS,72,PERTUSSIS,0.6,2000,12437645
INDIANA,113,PERTUSSIS,1.85,2000,6091649
IOWA,57,PERTUSSIS,1.87,2000,2928184
KANSAS,34,PERTUSSIS,1.28,2000,2692810
KENTUCKY,46,PERTUSSIS,1.09,2000,4048903
LOUISIANA,9,PERTUSSIS,0.2,2000,4468979
MAINE,45,PERTUSSIS,3.54,2000,1277211
MARYLAND,101,PERTUSSIS,1.96,2000,5310579
MASSACHUSETTS,458,PERTUSSIS,7.21,2000,6363015
MICHIGAN,98,PERTUSSIS,0.98,2000,9955308
MINNESOTA,392,PERTUSSIS,7.91,2000,4933958
MISSISSIPPI,0,PERTUSSIS,0,2000,2848310
MISSOURI,98,PERTUSSIS,1.77,2000,5606065
MONTANA,35,PERTUSSIS,3.87,2000,903293
NEBRASKA,27,PERTUSSIS,1.6,2000,1713345
NEVADA,14,PERTUSSIS,0.7,2000,2018211
NEW HAMPSHIRE,127,PERTUSSIS,10.21,2000,1240446
NEW JERSEY,15,PERTUSSIS,0.17,2000,8430921
NEW MEXICO,80,PERTUSSIS,4.26,2000,1820813
NEW YORK,212,PERTUSSIS,1.11,2000,18998044
NORTH CAROLINA,111,PERTUSSIS,1.32,2000,8079383
NORTH DAKOTA,7,PERTUSSIS,1.11,2000,641200
OHIO,361,PERTUSSIS,3.19,2000,11363844
OKLAHOMA,40,PERTUSSIS,1.17,2000,3453943
OREGON,82,PERTUSSIS,2.42,2000,3430891
PENNSYLVANIA,170,PERTUSSIS,1.4,2000,12285504
RHODE ISLAND,24,PERTUSSIS,2.32,2000,1050736
SOUTH CAROLINA,35,PERTUSSIS,0.81,2000,4023570
SOUTH DAKOTA,10,PERTUSSIS,1.32,2000,755694
TENNESSEE,32,PERTUSSIS,0.61,2000,5703243
TEXAS,152,PERTUSSIS,0.7,2000,20945963
UTAH,39,PERTUSSIS,1.68,2000,2244314
VERMONT,162,PERTUSSIS,26.57,2000,609903
VIRGINIA,115,PERTUSSIS,1.61,2000,7104533
WASHINGTON,410,PERTUSSIS,6.92,2000,5911122
WEST VIRGINIA,1,PERTUSSIS,0.06,2000,1806962
WISCONSIN,72,PERTUSSIS,1.34,2000,5374254
WYOMING,5,PERTUSSIS,1,2000,493958
ALABAMA,3,RUBELLA,0.07,2000,4451849
ARIZONA,1,RUBELLA,0.02,2000,5166697
CALIFORNIA,11,RUBELLA,0.03,2000,33994571
COLORADO,1,RUBELLA,0.02,2000,4328070
CONNECTICUT,1,RUBELLA,0.03,2000,3411726
DELAWARE,1,RUBELLA,0.13,2000,786411
FLORIDA,2,RUBELLA,0.02,2000,16047118
GEORGIA,2,RUBELLA,0.02,2000,8230161
ILLINOIS,1,RUBELLA,0.01,2000,12437645
KANSAS,0,RUBELLA,0,2000,2692810
